Country Name,Country Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latin America & the Caribbean (IDA & IBRD countries),TLA,74.5255237148256,74.4907410222905,74.6564591424147,74.7759178485014,74.9701507441763,72.9176989337852,72.0644281306922,73.6413370777084,
Timor-Leste,TLS,67.137,67.446,67.745,68.017,68.268,68.475,67.737,69.056,
Middle East & North Africa (IDA & IBRD countries),TMN,71.9173004392539,72.1845606763141,72.6900305612885,72.8931509072966,73.0472852579126,72.0789018806073,71.8030768919323,72.1958188105999,
Tonga,TON,70.607,70.661,70.713,70.779,70.871,70.928,70.986,71.27,
South Asia (IDA & IBRD),TSA,69.1324736517293,69.5972508271398,69.9669332766067,70.2400079461258,70.4582926588661,69.7336736654351,67.5674425618231,68.1474413137902,
Sub-Saharan Africa (IDA & IBRD countries),TSS,59.5234252115263,60.0271553242519,60.4375513983323,60.826043528271,61.2110327116347,60.8216366383642,60.2190585730974,60.7441305312973,
Trinidad and Tobago,TTO,74.503,74.281,74.23,73.802,74.228,74.406,72.971,74.708,
Tunisia,TUN,75.692,75.786,75.845,75.95,75.993,75.292,73.772,74.263,
Turkiye,TUR,76.646,76.66,77.141,77.563,77.832,75.85,76.032,78.475,
Tuvalu,TUV,64.06,64.108,64.148,64.212,64.278,64.382,64.547,64.854,
Tanzania,TZA,64.651,65.386,65.999,66.535,66.989,66.408,66.201,66.782,
Uganda,UGA,61.086,61.648,62.115,62.714,62.991,62.851,62.705,63.638,
Ukraine,UKR,71.189512195122,71.4763414634146,71.7809756097561,71.5826829268293,71.8273170731707,71.1851219512195,69.6478048780488,68.5879268292683,
Upper middle income,UMC,75.1317872757628,75.3116055717548,75.456150928902,75.8232157454878,76.0251024511298,75.2368556059315,74.8743403012636,75.6652990948112,
Uruguay,URY,77.483,77.571,77.625,77.611,77.508,78.43,75.436,78.0,
United States,USA,78.690243902439,78.5390243902439,78.5390243902439,78.6390243902439,78.7878048780488,76.9804878048781,76.3292682926829,77.4341463414634,
