Country,Year,GDP_per_capita
argentina,2023,14187.4827252965
armenia,2023,8053.01066312345
american samoa,2023,
antigua and barbuda,2023,21787.1017315914
australia,2023,64820.9117890026
austria,2023,56033.573792065
azerbaijan,2023,7125.90858368611
burundi,2023,193.007145564804
belgium,2023,54700.9093236712
benin,2023,1394.37330217623
burkina faso,2023,882.689810086163
bangladesh,2023,2551.01772674142
bulgaria,2023,15885.5391311331
bahrain,2023,29218.8605634137
"bahamas, the",2023,35896.50510715
bosnia and herzegovina,2023,8638.66620201187
belarus,2023,7829.05313660622
belize,2023,7459.99815132837
bermuda,2023,125841.602522489
bolivia,2023,3686.27996490544
brazil,2023,10294.866680778
barbados,2023,23804.0249914995
brunei darussalam,2023,32962.9065121916
bhutan,2023,
botswana,2023,7820.23240375076
central african republic,2023,495.978897153068
canada,2023,53431.1857063879
central europe and the baltics,2023,22637.7950110942
switzerland,2023,99564.710026145
channel islands,2023,74589.1380225191
chile,2023,17067.8136150601
china,2023,12614.0617416421
cote d'ivoire,2023,2530.84659301723
cameroon,2023,1736.86091073524
"congo, dem. rep.",2023,627.502181690836
"congo, rep.",2023,2477.97845544866
colombia,2023,6947.35928681966
comoros,2023,1590.31237688317
cabo verde,2023,4850.98415849643
costa rica,2023,16942.0268119375
cuba,2023,
curacao,2023,22192.4453028535
cayman islands,2023,97749.5078960846
cyprus,2023,36551.41796875
czechia,2023,31591.1770732969
germany,2023,54343.2265084958
djibouti,2023,3554.83918868372
dominica,2023,9832.99643050057
denmark,2023,68453.8769281145
dominican republic,2023,10717.6276712204
algeria,2023,5364.02795022731
east asia & pacific,2023,12908.6377076783
ecuador,2023,6609.80408154957
"egypt, arab rep.",2023,3457.45691570455
spain,2023,33509.0127982139
estonia,2023,30133.304450454
ethiopia,2023,1272.01628209211
finland,2023,52925.6897638424
fiji,2023,5888.73668639357
france,2023,44690.9345395117
faroe islands,2023,71717.7042204698
"micronesia, fed. sts.",2023,4084.16940424398
gabon,2023,7802.83659565049
united kingdom,2023,49463.8554617343
georgia,2023,8283.66960242964
ghana,2023,2260.28741289427
guinea,2023,1541.04050914957
"gambia, the",2023,888.157407724123
guinea-bissau,2023,951.242748289294
equatorial guinea,2023,6677.793435386
greece,2023,23400.7278817691
grenada,2023,11246.3451228921
greenland,2023,
guatemala,2023,5762.82174615918
guam,2023,
guyana,2023,20765.3503593109
"hong kong sar, china",2023,50531.7385421945
honduras,2023,3231.65724461936
croatia,2023,21865.4562838641
haiti,2023,1705.77905452248
hungary,2023,22141.8669799276
indonesia,2023,4876.31432703188
isle of man,2023,
india,2023,2480.79208721621
ireland,2023,103887.800388081
"iran, islamic rep.",2023,4465.63766994952
iraq,2023,5565.12644647176
iceland,2023,79636.9548578508
israel,2023,52642.4267486308
italy,2023,39003.3160954123
jamaica,2023,6839.72503886968
jordan,2023,4455.50540514568
japan,2023,33766.5268253808
kazakhstan,2023,12918.8661346014
kenya,2023,1952.30457929636
kyrgyz republic,2023,1970.15780961839
cambodia,2023,2429.74853452838
kiribati,2023,2106.76000405677
st. kitts and nevis,2023,22573.6724791004
"korea, rep.",2023,33121.3712885508
kuwait,2023,33729.7985494456
lao pdr,2023,2066.94979776957
lebanon,2023,
liberia,2023,771.887142089677
libya,2023,6172.81246940233
st. lucia,2023,13554.6651875402
least developed countries: un classification,2023,1306.23478492715
liechtenstein,2023,
sri lanka,2023,3827.96495637489
lesotho,2023,916.282979328622
lithuania,2023,27786.0057829276
luxembourg,2023,128678.189942826
latvia,2023,22502.8429938094
"macao sar, china",2023,67476.5290813306
st. martin (french part),2023,
morocco,2023,3771.4462890625
monaco,2023,256580.515122745
moldova,2023,6729.41286813969
madagascar,2023,506.159368687808
maldives,2023,12530.3602359683
mexico,2023,13790.0243428344
marshall islands,2023,6678.34239060448
north macedonia,2023,8624.29360948531
mali,2023,869.270234286992
malta,2023,40395.7692064458
myanmar,2023,1233.19666209269
montenegro,2023,12221.4775546967
mongolia,2023,5838.63108083902
northern mariana islands,2023,
mozambique,2023,622.985619320596
mauritania,2023,2120.82320358953
mauritius,2023,11613.0441587588
malawi,2023,602.343619809252
malaysia,2023,11379.0861000632
north america,2023,79640.4296229555
namibia,2023,4168.28521087347
new caledonia,2023,
niger,2023,642.937917863471
nigeria,2023,1596.63696129001
nicaragua,2023,2612.87066241288
netherlands,2023,64572.0059558854
norway,2023,87925.0944188399
nepal,2023,1377.62603571292
nauru,2023,12982.7612060515
new zealand,2023,48280.8114166238
oman,2023,21549.8368728192
pakistan,2023,1365.27743222493
panama,2023,18686.4050961265
peru,2023,7906.58502858
philippines,2023,3804.8725797521
palau,2023,15899.4224911152
papua new guinea,2023,2957.68262498549
poland,2023,22056.6661704127
puerto rico,2023,36779.0594913858
portugal,2023,27331.2094945255
paraguay,2023,6276.35113919957
west bank and gaza,2023,3372.34974423005
french polynesia,2023,
qatar,2023,80195.874646942
romania,2023,18404.2730871704
russian federation,2023,13817.0458984375
rwanda,2023,1010.2689290184
south asia,2023,2303.30291008899
saudi arabia,2023,32093.9622984711
sudan,2023,2183.44140625
senegal,2023,1706.44218024762
singapore,2023,84734.2559206054
solomon islands,2023,2041.6364912646
sierra leone,2023,757.85833603088
el salvador,2023,5391.06926181338
san marino,2023,
somalia,2023,597.458854603159
serbia,2023,12281.5058488303
south sudan,2023,
sao tome and principe,2023,2940.93352926715
suriname,2023,5494.07409425517
slovak republic,2023,24491.3771867262
slovenia,2023,32610.110922729
sweden,2023,55516.836477474
eswatini,2023,3610.60879677551
sint maarten (dutch part),2023,38077.5444869761
seychelles,2023,17879.2396545075
syrian arab republic,2023,
turks and caicos islands,2023,30348.8114409139
chad,2023,680.639877912029
togo,2023,985.697512629974
thailand,2023,7182.02525812415
tajikistan,2023,1160.81187026311
turkmenistan,2023,8232.65225980002
timor-leste,2023,1502.51963828284
tonga,2023,
tunisia,2023,3977.69516639644
turkiye,2023,13105.6585678319
tuvalu,2023,6344.7750188689
tanzania,2023,1224.48962402344
uganda,2023,1002.30913917142
ukraine,2023,5069.703125
uruguay,2023,22797.8111731861
united states,2023,82769.4122114216
uzbekistan,2023,2849.51461071911
st. vincent and the grenadines,2023,10520.4441534791
virgin islands (u.s.),2023,
viet nam,2023,4282.08851724506
vanuatu,2023,3515.23633611798
samoa,2023,4330.17840531329
kosovo,2023,5960.15820477447
"yemen, rep.",2023,477.409028678688
south africa,2023,6022.5425418935
zambia,2023,1330.72780576709
zimbabwe,2023,2156.0340040333
